Nr. crt.,Nr. Certificat,Data emiterii,Denumire traseu,Administrator,Amplasare,Judeţ
561,624,2012-04-03,Punct Salvare Răchițele -V. Stanciului -Ponorul din V. Seaca-Cab. Vlădeasa-biserica Frăsinenilor-V.Cetății-Vf. Lespezi- Punct Salvamont Răchițele,Consiliul Local al Comunei Secuiu -jud. Cluj,Masivul Vlădeasa ,Cluj
562,625,2012-04-03,Baza Salvare Vlădeasa-Creasta Vlădeasa-Vf. Plaiului-Dl. Prislopu-Vf. Poiana Mică-Valea Zărnii-Lacul Floroiu- Barajul Drăgan,Consiliul Local al Comunei Secuiu -jud. Cluj,Masivul Vlădeasa ,Cluj
563,626,2012-04-03,Valea Răchițele-Vârful Cuciulat-Valea Firii-Doda Pilii-Baza de Salșvare Doda Pilii,Consiliul Local al Comunei Secuiu -jud. Cluj,Masivul Vlădeasa ,Cluj
564,627,2012-04-03,Valea Drăganului-Tranișu-Dealul Mincii-Piatra Bănișorului-Vf. Teșiturilor-De. Stânișoara-Baza de Salvare Vlădeasa,Consiliul Local al Comunei Secuiu -jud. Cluj,Masivul Vlădeasa ,Cluj
565,628,2012-05-04,Cab. Gura Zlata-Casa Academiei-Valea Radeșu Mare-Cioaca Porumbelului-Platoul Radeș- Zlata-Lacul Zănoaga-Șaua Judele-Lacul Bucura,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
566,629,2012-05-04,Lacul Gura Apei-Culmea Zlata-vf. Zlata-platoul Radeș-Zlata-Lacul Zănoaga- Crucea Trăznitului-Culmea Slăveiu-Lacul Bucura,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
567,630,2012-05-04,Lacul  Berhina- Crucea Trăznitului-Culmea Slăveiu-Lacul Bucura,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
568,631,2012-05-04,Refugiul Baleia- Culmea Cozma- Baleia- Șaua Gorova- Refugiul Stâna de Râu- Șaua Custurii- Valea Peleaga-Poiana Pelegii,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
569,632,2012-05-04,Pui - Hobița- Valea Râu Barbat -Stâna de Râu- Tăul Țapului-Porțile Închise,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
570,633,2012-05-04,Lacul  Bucura-Lacul Lia-Lacul Ana- Lacul Viorica-Lacul Florica-Tăul Agățat-Tăul  Porții- Lacul Bucurelu- Lacul Bucura,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
571,634,2012-05-04,Lacul  Bucura- Valea Berbecilor-Piciorul Pelegii-Vf. Peleaga- Șaua Pelegii- Vf. Păpușa-Șaua Custurii- Vf. Custura,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
572,635,2012-05-04,Câmpul lui Neag-Cantonul Silvic Câmpușel- Piatra Iorgovanului- Șaua Paltina-Lacul Berhina,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
573,636,2012-07-12,Băile Selters-  Cheile Vârgișului (Peștera Orban Balazs),Consiliul judetean Harghita,Masivul Perșani,Harghita
574,637,2012-07-12,Băile Chirui-  Cheile Vârgișului (Peștera Orban Balazs),Consiliul judetean Harghita,Masivul Perșani,Harghita
575,638,2012-07-12,Comuna Lueta-  Cheile Vârgișului (Peștera Orban Balazs),Consiliul judetean Harghita,Masivul Perșani,Harghita
576,639,2012-07-12,Comuna Merești-  Cheile Vârgișului (Peștera Orban Balazs),Consiliul judetean Harghita,Masivul Perșani,Harghita
577,640,2012-07-12,Cabana Harghita Mădăraș - Cascada Szoko,Consiliul judetean Harghita,Munții Harghitei,Harghita
578,641,2012-07-12, Orașul Vlăhița- Cabana Harghita Mădăraș ,Consiliul judetean Harghita,Munții Harghitei,Harghita
579,642,2012-07-12, Satul Izvoarele - Cabana Harghita Mădăraș ,Consiliul judetean Harghita,Munții Harghitei,Harghita
580,643,2012-07-12, Satul Izvoarele - Cabana Harghita Mădăraș  prin valea Sugo,Consiliul judetean Harghita,Munții Harghitei,Harghita
581,644,2012-07-12,Cabana Harghita Mădăraș - Vârful Harghita Mădăraș  prin  Coltul Berszan - Cabana Harghita Mădăraș ,Consiliul judetean Harghita,Munții Harghitei,Harghita
582,645,2012-07-12,Lacu Roșu- Poiana Albă,Consiliul judetean Harghita,Munții Hășmaș,Harghita
583,646,2012-07-12,Lacu Roșu- Bicăjel- Lacu Roșu ,Consiliul judetean Harghita,Munții Hășmaș,Harghita
584,647,2012-07-12,Cheile Bicazului - Poiana Cupaș,Consiliul judetean Harghita,Munții Hășmaș,Harghita
585,648,2012-07-12,Cheile Bicazului - Poiana Vincli,Consiliul judetean Harghita,Munții Hășmaș,Harghita
586,649,2012-07-12,Pr. Oii - Pr. Bicăjel - Lacu Roșu,Consiliul judetean Harghita,Munții Hășmaș,Harghita
587,650,2012-07-12,Pârâul Cupaș - Poiana Cupaș,Consiliul judetean Harghita,Munții Hășmaș,Harghita
588,651,2012-07-12,Cabana Piatra Singuratică -  Poiana Albă,Consiliul judetean Harghita,Munții Hășmaș,Harghita
589,652,2012-07-12,Cabana  Piatra Singuratică -  Șaua Tarcăului,Consiliul judetean Harghita,Munții Hășmaș,Harghita
590,653,2012-07-12, Bălan -Cab.  Piatra Singuratică ( Pârâul Kovacs),Consiliul judetean Harghita,Munții Hășmaș,Harghita
591,654,2012-07-12, Bălan -Cab.  Piatra Singuratică ( Pârâul Szep),Consiliul judetean Harghita,Munții Hășmaș,Harghita
592,655,2012-07-12,Cab.  Piatra Singuratică - Stânca ” La Panda”- retur sau marcajul Bălan - Cabana,Consiliul judetean Harghita,Munții Hășmaș,Harghita
593,656,2012-07-12,Balan  (Fântâna lui Gal) -Șaua Tarcăului,Consiliul judetean Harghita,Munții Hășmaș,Harghita
594,657,2012-07-12,Toplița -  Vf. Retitis ,Consiliul judetean Harghita,Masivul Călimani,Harghita
595,658,2012-07-12,Gălăutaș - Vf. Bătrâna,Consiliul judetean Harghita,Masivul Călimani,Harghita
596,659,2012-07-12,Toplița - cartier Măgheruș - Pârtiile Magheruș și Bradul - Poiana Refugiu Bătrâna - Vf. Bătrâna,Consiliul judetean Harghita,Masivul Călimani,Harghita
597,660,2012-07-12,Toplița - Pârtia Bradul - Poiana de sub Vf. Bătrâna - Vf. Bătrâna,Consiliul judetean Harghita,Masivul Călimani,Harghita
598,661,2012-10-03,"Azuga- DN1, Vf. Clăbucetul Taurului-Cab. Gârbova",Consiliul judetean Prahova,Munții Baiului,"Prahova, Brașov"
599,662,2012-10-03,Baza Pârtie Sorica- Captare de Apă- Cab. Gârbova,Consiliul judetean Prahova,Munții Baiului,"Prahova, Brașov"
600,663,2012-10-03,Păstrăvărie-Vf. Clăbucetul Azugii- Cab. Susai ,Consiliul judetean Prahova,Munții Baiului,"Prahova, Brașov"
601,664,2012-10-03,Gara Azuga- Vf. Grecului-Cab. Diham,Consiliul judetean Prahova,Munții Bucegi,"Prahova, Brașov"
602,665,2012-10-03,Poiana Țapului- Valea Babei-Poiana Stanei,Consiliul judetean Prahova,Munții Bucegi,Prahova
603,666,2012-10-03,Bușteni- Culmea Zamora -Culmea Orjogoaia-Plaiul Orjogoaia-Trăisteni,Consiliul judetean Prahova,Munții Baiului,Prahova
604,667,2012-10-03,Drum de vară -Colții lui Barbes-Lacurile Vânturis- Valea Soarelui,Consiliul judetean Prahova,Munții Bucegi,Prahova
605,668,2012-10-03,Șaua Vf. Cu Dor- Masa Ciobanului- Colții lui Barbes-Lacurile Vânturis,Consiliul judetean Prahova,Munții Bucegi,Prahova
606,669,2012-10-03, Cota 2000- Șaua Vf. Cu Dor,Consiliul judetean Prahova,Munții Bucegi,Prahova
607,670,2012-10-03,Poiana Valea Stanei - Tabla Butii- Cimitirului Eroilor ,Consiliul judetean Prahova,Munții Ciucaș,Prahova
608,671,2013-06-27,Vaideeni-Val. Luncavățului-Podul Lui Pasăre- Lacul Balota-Stâna Balota-Vf. Căpățâna,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
609,672,2013-06-27,Vaideeni-Plaiul Frăsinet-Vf. Ursulețu-Ursu Stâna-Vf. Ursu-Muntele Groapa Mălăii- La Ezer-Curmătura Popeștilor -Valea Repedea- Ciunget,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
610,673,2013-06-27,Vaideeni- Valea Plaiului-Fântâna din Plai- Muntele Marginea-Coasta Lacurilor-Sub Vf. Nedeia-Șaua Gropița-Poiana Târnovu Mare- Ciunget,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
611,674,2013-06-27,Izvorul  Rece-Valea Recea-Luncile Frumoase-Stâna Zăvideanu-Pietrele Stroieștilor-Coasta Lacurilor- Curmătura Funicelu ,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
612,675,2013-06-27,Cerna- Valea Cernei-Sohodol-pârâul Moliftului-stâna Bucium-Vf. Beleoaia-  Vf. Nedeia,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
613,676,2013-06-27,Costești- Bistrița-Valea Bistriței-Vf. Cuca- Plaiul Zănoaga -Curmătura Rodeanu-S-na Cocora- Plaiul Cocora-Malaia ,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
614,677,2013-06-27,Marița- Valea Mariței- Vf. Stânișoara-Stâna Zăvideanu -Muntele Zăvideanu,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
615,678,2013-06-27,Lacul Balota- Tribunalul Haiducilor-Culmea Căpățâna -Pârâul Căpățânii- Lacul Balota ,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
616,679,2013-06-27,Lacul Balota-Izvoarele Luncavățului- Coasta Lacurilor-  Vf. Nedeia,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
617,680,2013-06-27,Vaideeni-Valea Seacă- Vf. Teiș- Vaideeni,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
618,681,2013-06-27,Vaideeni- Brădățeaua Mică-Dealul Capela-Brădățeaua Mare- Vaideeni,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
619,682,2013-06-27,Vf. Nedeia-Curmătura Funicel -Vf. Ursu-Curmătura Rodeanu -Vf. Zmeurăt-,Consiliul judetean Vâlcea ,Munții Căpățânii,Vâlcea
620,683,2013-08-06,Șaua  Vârtop- Groapa Ruginoasa-Pietrele Negre,Consiliul judetean Bihor,Munții Bihor-Vlădeasa ,Bihor
621,684,2013-08-06,Pârtia Vârtop 1-Pârtia Piatra Grăitoare-Magistrala 1 Banda Roșie,Consiliul judetean Bihor,Munții Bihor-Vlădeasa ,Bihor
622,685,2013-08-06,Magistrala 1 Bandă Roșie- Belvedere Glăvoaia,Consiliul judetean Bihor,Munții Bihor-Vlădeasa ,Bihor
623,686,2013-08-06,Cab. Meziad - Motel ”Baraj Leșu”  ,Consiliul judetean Bihor,Munții Bihor-Vlădeasa ,Bihor
624,687,2013-08-06,Stâna de Vale- Moara Dracului,Consiliul judetean Bihor,Munții Bihor-Vlădeasa ,Bihor
625,688,2014-03-19,Circuitul Peștera din Mina Farcu,Consiliul judetean Bihor,Munții Pădurea Craiului,Bihor
626,689,2014-06-16,Complex Turistic Cheile Buții-Dâlma Mare- Vf. Pleșa -Vf. Piule-Șaua Scorota-Cabana Buta,Consiliul judetean Hunedoara,Masivul Retezatul Mic,Hunedoara
627,690,2014-06-16,Uricani-Dealul Șerpilor- Șaua Tulișa- Șaua Bilugu- Vf. Bilugu-Vf. Văcarea- Vf. Lazărul- vf. Custura- Vf. Păpușa- Vf. Peleaga-Căldarea Berbecilor- Lacul Bucura,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
628,691,2014-06-16,Campușel-Scocul Scorotei- Stâna Scorota- Buta Mica- Cabana Buta,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
629,692,2014-06-16,Campușel-Pasul Jiu- Cerna (Tăul Rății)-Ciuceava Neagră-Valea Sturului- Cheile Cernișoarei - Izbucul Cernei ,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
630,693,2014-06-16,Gambrinus-Drăgoiu- Pasul Vulcan- Vf. Straja- Vf. Mutu-Vf. Muncel -Vf. Siglau- Mic- Vf. Siglăul Mare- Valea de Pești- Vf. Arcanu- Vf. Nedeița- Coada Oslei- Oslea- Câmpușel,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
631,694,2014-06-16,Centrul local de informare turistică Baru- valea Barisor- refugiu turistic Vf. Tulisa,Consiliul judetean Hunedoara,Masivul Retezat,Hunedoara
632,695,2014-06-16,Ohaba Ponor -Cheile Șura Mare - Peștera Ponorici- Peștera Cioclovina- Luncani- Boșorod,Consiliul judetean Hunedoara,Masivul Șureanu,Hunedoara
633,696,2014-06-16,Baru - Valea Streiului-Vârful Lola- Vârful Bulzu- Vârful Porumbelul Mare,Consiliul judetean Hunedoara,Masivul Șureanu,Hunedoara
634,697,2014-06-16,Costești-Valea Grădiștei- Dealul Grădiștei- Cetatea Sarmizegetusa Regia- Muncel- Vf. Godeanu ,Consiliul judetean Hunedoara,Masivul Șureanu,Hunedoara
635,698,2014-06-16,Costești- Cetatea Blidaru- Leurdana- Târsa- Poiana Omului- Vf. Rudii- Culmea Meleia- Vf. Tâmpu- Șaua Steaua Mare - Vf. Godeanu ,Consiliul judetean Hunedoara,Masivul Șureanu,Hunedoara
636,699,2014-06-16,Podul Gerosu - Dealul Muncelului- Cetatea Fețele Albe- Valea Albă,Consiliul judetean Hunedoara,Masivul Șureanu,Hunedoara
637,700,2014-06-16,Grădiștea de Munte - Prihodiște- Poiana Omului-  Cetatea Piatra Roșie- Valea Roșia- Cioclovina- Peștera Cioclovina,Consiliul judetean Hunedoara,Masivul Șureanu,Hunedoara
638,701,2014-07-25,Culmea Bran- Culmea Măgurii- Fântâna lui Botorog ,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
639,702,2014-07-25,loc. Tohănița-Șaua Măgura -Sat Măgura -Fântâna lui Botorog ,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
640,703,2014-07-25,Valea Curmăturii-Poiana Curmătura - Cab. Curmătura -traseu educativ,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
641,704,2014-07-25,Cab. Curmătura -Padinile frumoase-Vârful ascuțit,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
642,705,2014-09-09,Stațiunea Durău-Poiana Vezuri-Cascada Duruitoarea ,Consiliul Județean Neamț,Masivul Ceahlău ,Neamț
643,706,2014-09-09,Stațiunea Durău-Piciorul lui Bucur-Cascada Duruitoarea ,Consiliul Județean Neamț,Masivul Ceahlău ,Neamț
644,707,2014-09-09,Stațiunea Durău-Cabana Fântânele- Vf. Toaca - Cabana Dochia ,Consiliul Județean Neamț,Masivul Ceahlău ,Neamț
645,708,2014-09-09,Stațiunea Durău- La Scaune- Pasul Blaj - Vf. Jidanului-Culmea Fighesului-Cheile Cupasului- Cheile Bicazului,Consiliul Județean Neamț,Masivul Ceahlău ,Neamț
646,709,2014-09-09,Cabana Izvorul Muntelui - Curmătura Lutul Roșu-Detunatele -Cabana Dochia ,Consiliul Județean Neamț,Masivul Ceahlău ,Neamț
647,710,2014-09-09,Stațiunea Durău-Cabana Fântânele- Poiana Viezuri- Cascada Duruitoarea ,Consiliul Județean Neamț,Masivul Ceahlău ,Neamț
648,711,2014-09-09,Izvorul Muntelui - Curmătura Lutul Roșu-Stânca Dochiei - Jgeabul cu Hotar - Cabana Dochia ,Consiliul Județean Neamț,Masivul Ceahlău ,Neamț
649,712,2014-09-09,Bicazul Ardelean-Bistra Mare-La Scaune-Curmătura Stanilelor- Jgeabul lui Vodă - Cabana Dochia ,Consiliul Județean Neamț,Masivul Ceahlău ,Neamț
650,713,2014-11-19,Dealul Moiseiului- Mănăstirea Moisei -Izvorul Negru- Preluca sub Piatră ,Consiliul Județean Maramureș,Masivul Rodnei,Maramureș
651,714,2014-11-19,Podul lui Călineț- Izvorul Căpitanului Orlovki-Ref. Speranțelor  - vf. Ascuțit,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
652,715,2014-11-25,Borsec- Izvorul Străvechi-Peștera de Gheață- Grota Urșilor- Borsec,Primăria Borsec,Munții Giurgeului,Harghita
653,716,2014-11-25,Borsec- Izvorul Străvechi- Izvorul Pierre Curie-Cetatea Bufnițelor- Valea Vinului- Borsecul de Jos-  Borsec,Primăria Borsec,Munții Giurgeului,Harghita
654,717,2014-11-25,Borsec- Făgețelul-Groapa Rotundă-Șapte Izvoare-  Borsec,Primăria Borsec,Munții Giurgeului,Harghita
655,718,2014-11-25,Borsec- Făgetul Mare-Făgețelul-Borsec,Primăria Borsec,Munții Giurgeului,Harghita
656,719,2014-11-25,Borsec-  Bulevardul 7 Izvoare- Str. Stadionului- 7 Izvoare- Valea Nadășa- Borsec,Primăria Borsec,Munții Giurgeului,Harghita
657,720,2014-11-25,Borsec- Valea Vinului- Valea lui Filip Andrei și retur,Primăria Borsec,Munții Giurgeului,Harghita
658,721,2014-11-25,Borsec-  str. Malnaș- Pârâul Malnaș- Valea Vinului- str. Ditrăului- Borsec,Primăria Borsec,Munții Giurgeului,Harghita
659,722,2014-11-25,Borsec-  str. Malnaș- Pârâul Malnaș- Valea Vinului- str. Ditrăului- Borsec,Primăria Borsec,Munții Giurgeului,Harghita
660,723,2014-11-25,Borsec-  Valea Hanzkel -Vârful Arcoza -Pasul Creangă- Borsec,Primăria Borsec,Munții Giurgeului,Harghita
661,724,2014-11-25,Borsec-   Muntele Dosul Bâtcii- Capu Corbului- Pârâul Cupelor- Uzina de apă 7 Izvoare   - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
662,725,2014-11-25,Borsec- Valea Nadășa -  Făgetul Mare -Culmea Mezovești- Vf. Țibra- Casa Țifrei -Valea Bistricioarei- Pârâul Cupelor - Uzina de apă 7 Izvoare -Borsec,Primăria Borsec,Munții Giurgeului,Harghita
663,726,2014-11-25,Borsec- str. Carpați-Valea Nadășa -Vârful Arcoza - Pasul Creangă - Borsecul de Jos- Borsec,Primăria Borsec,Munții Giurgeului,Harghita
664,727,2014-11-25,Borsec- Valea Vinului/ DN 15- Vf. Bâtca -Valea Cupelor-  Culmea Mezovești/Vârful Făget - Poiana Arcoza - Pasul Creangă - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
665,728,2014-11-25,Borsec-  Borsecul de Jos- Pasul Creangă- Vf.Sărmaș - Pasul Chiozrez- Valea Tinova- Valea Vinului-  Borsecul de Jos- Borsec,Primăria Borsec,Munții Giurgeului,Harghita
666,729,2014-11-25, Primăria Borsec- str. Cimiturului- Izvorul 10 -Borsec,Primăria Borsec,Munții Giurgeului,Harghita
667,730,2014-12-04,Peștera cu Cristale din Mina Farcu- Stanu Carnului - Cheile Lazurilor -Peștera Roșie - Peștera cu Cristale  din Mina Farcu ,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor
668,731,2014-12-04,Peștera cu Cristale din Mina Farcu- Izbucul Roșiei,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor
669,732,2014-12-04,Borz - sub Vf. Pacău - Borz,Consiliul Județean Bihor,Munții Codru Moma,Bihor
670,733,2014-12-04,Valea Iadului - Valea de Runc- Cascada Runcului -Vf. Muncelașu- Cascada Laia- DJ 108J- Cantonul Murgașu- Cascada Vălu Miresii- Săritoarea Ieduțului- Cascada Iadolina- Valea Iadului,Consiliul Județean Bihor,Munții Pădurea Craiului- Vlădeasa,Bihor
671,734,2015-03-01,DN 7C (Vama Cucului)- muchia Laita-Vf. Mierea - Valea Doamnei,Consiliul Județean Sibiu,Masivul Făgăraş,Sibiu
672,735,2015-03-01,Intersecția Complex turistic Albota- Valea Arpășelului- Muchia Netedu- bifurcația de sub vf. Buteanu,Consiliul Județean Sibiu,Masivul Făgăraş,Sibiu
673,736,2015-03-01,Cabana Bărcaciu- Căldarea Văii Mari a Avrigului- Lacul Avrig ,Consiliul Județean Sibiu,Masivul Făgăraş,Sibiu
674,737,2015-08-18,DN 1 KM 135- Culmea Sorica - Stație superioară Telegondolă,Consiliul Județean Prahova,Munții Baiului,Prahova
675,738,2015-08-18,Circuitul Cheile Cuților (Ponița - Valea Cuților - Ponița,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
676,739,2015-08-18,Vadu Crișului - Defileul Crișului Repede,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
677,740,2015-08-18,Boga - Piatra Ciungilor - Cascada Bulbuci,Consiliul Județean Bihor,Masivul Bihor,Bihor
678,741,2015-09-16,"Vf. Pârcălabu-Vf. Stânișoara, Coasta Câinenilor- Vf. Capu Muntelui- Șaua Duca- Vf. Lui Vlad  - Dealul lui Vlad-  Râu  Vadului Câinenii Mici",Consiliul Județean Vâlcea,Munții Lotrului,Vâlcea
679,742,2015-10-14,Borșa Centru (Sp. Borșa ) - Releu - Custuri - Bobeica- Lacul Măgura -Măn. Vinișoru - Gura Vinișorului,Consiliul Local al Orașului Borșa,Munții Maramureșului,Maramureș
680,743,2016-03-11,Șopotu Nou- Cheile Nerei- podul Bei -Sasca Română,Consiliul Județean Caraș- Severin,Munții Aninei,Caraș - Severin
681,744,2016-03-11,Sasca Română - Sasca Montană - Cascada Șușara - Cărbunari,Consiliul Județean Caraș- Severin,Munții Aninei,Caraș - Severin
682,745,2016-03-11,Sasca Română - Sasca Montană - Cascada Șușara - Cărbunari,Consiliul Județean Caraș- Severin,Munții Aninei,Caraș - Severin
683,746,2016-03-11,Sat Socolari -Custura Cetății- Valea Beiului- Lacul Ochiul Beiului- Cascadele Beușniței,Consiliul Județean Caraș- Severin,Munții Aninei,Caraș - Severin
684,747,2016-03-11,Sasca Română - dealul Caraula - Podul Bei,Consiliul Județean Caraș- Severin,Munții Aninei,Caraș - Severin
685,748,2016-03-11,Potoc -Chichiregul Mare - Valea Beușnița (cascada Văioagă),Consiliul Județean Caraș- Severin,Munții Aninei,Caraș - Severin
686,749,2016-03-11,Dealul Caraula- dealul Chichireg - Custura Cetății- Cetatea Socolari,Consiliul Județean Caraș- Severin,Munții Aninei,Caraș - Severin
687,750,2016-03-11,Sasca Română -  valea Camenița- Livezile Cărbunarilor- Poiana lui Vogiun (Cheile Nerei ),Consiliul Județean Caraș- Severin,Munții Aninei,Caraș - Severin
688,751,2016-03-11,Cărbunari - Lacul Dracului,Consiliul Județean Caraș- Severin,Munții Aninei,Caraș - Severin
689,752,2016-05-04,Ghioroc -  Valea Cladovei,Consiliul Județean Arad,Munții Zărand,Arad
690,753,2016-05-04,Covăsânț - Creasta Principală ,Consiliul Județean Arad,Munții Zărand,Arad
691,754,2016-05-04,Monumentul Turiștilor - Feredeu- Creasta Principală -Căsoaia ,Consiliul Județean Arad,Munții Zărand,Arad
692,755,2016-05-04,Șaua Cazan- Schitul Feredeu- Creasta Principală ,Consiliul Județean Arad,Munții Zărand,Arad
693,756,2016-05-04, Șiria - Cetatea Șiria -Șaua Cazan,Consiliul Județean Arad,Munții Zărand,Arad
694,757,2016-05-04,Șiria- Valea Almașului-Creasta Principală -Căsoaia ,Consiliul Județean Arad,Munții Zărand,Arad
695,758,2016-05-04, DN 7/E68 - Cladova- Valea Cladovei-Creasta Principală ,Consiliul Județean Arad,Munții Zărand,Arad
696,759,2016-05-04,Valea Cladovei- Valea Cersca-Creasta Principală ,Consiliul Județean Arad,Munții Zărand,Arad
697,760,2016-05-04,DN 7/E68 - Cladova- Creasta Cladovei-Creasta Principală ,Consiliul Județean Arad,Munții Zărand,Arad
698,761,2016-05-04,DN 7/E68 - Cladova- Valea Cladoviței-Creasta Principală - Căsoaia ,Consiliul Județean Arad,Munții Zărand,Arad
699,762,2016-05-04,Șoimoș- Valea Șoimoșului-Creasta Principală - Căsoaia ,Consiliul Județean Arad,Munții Zărand,Arad
700,763,2016-05-04,Șoimoș- Cetatea Șoimoș- Creasta Șoimoșului-Creasta Principală - Căsoaia ,Consiliul Județean Arad,Munții Zărand,Arad
701,764,2016-05-04,Căsoaia - Dealul Dubilor - Vf. Highiș-Creasta Principală ,Consiliul Județean Arad,Munții Zărand,Arad
702,765,2016-05-04,Căsoaia - Valea Highișului - Vf. Highiș,Consiliul Județean Arad,Munții Zărand,Arad
703,766,2016-05-04,Creasta Principală a Munților Zarandului între Vf. Capra și Vf. Highiș,Consiliul Județean Arad,Munții Zărand,Arad
704,767,2016-05-04,Cantonul Negrea (DN) - Peștera Porțile Bihorului ,Consiliul Județean Bihor,Munții Bihor ,Bihor
705,768,2016-05-04,Circuitul Cascada Boiului,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor
706,769,2016-10-31,Traseul turistic de la DJ 131 până la peștera ”Bârlogul Hoților”,primăria com. Apața,Munții Perșani,Brașov
707,770,2017-04-01,Albac (Centrul De Informare Turistică) -Fața Albacului- Refugiul Turistic Sohodol -Roșești-  Valea Starpa - Cheile Albacului- Deve - Albac (Centrul De Informare Turistică) ,Consiliul Județean Alba,Munții Bihorului,Alba
708,771,2017-12-08,Cascada Vălul Miresei-Peștera Șușman-Cascada Vălul Miresei,Consiliul Județean Alba,Munții Bihorului,Alba
709,772,2017-12-08,Peștera Alunului-Valea Alunul Mic-Poiana Onceasa,Consiliul Județean Alba,Munții Bihorului,Alba
710,773,2017-12-08,Poiana Lespezi-Vîrful Lespezi-Peștera mică a Lespezilor-Valea Stanciului,Consiliul Județean Alba,Munții Bihorului,Alba
711,774,2017-12-08,Baza Salvamont Doda Pilii-Molhasuri-Valea Someșului Cald-Baza salvamont Doda Pilii,Consiliul Județean Alba,Munții Bihorului,Alba
712,775,2017-12-08,Valea seacă-creastă Pietrele albe-Poiana Stânișoara-Valea Seacă,Consiliul Județean Alba,Munții Bihorului,Alba
713,776,2017-12-08,Peștera cu apă de pe Valea Firii-Peștera Humpleu-Peștera Șura Mare-Poiana Mărului-Poiana Vârtop-Ghețarul de la Vârtop-Cotul Firii,Consiliul Județean Alba,Munții Bihorului,Alba
714,777,2017-12-08,Păuliș-Vf.Capra (Creasta Principală a Munților Zarand),Consiliul Județean Arad,Munții Zărand,Arad
715,778,2017-12-08,Radna-Creasta Radnei-VF.Crucea Țiganului-Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad
716,779,2017-12-08,DN7/E68-Petrș-Corbești-Roșia Nouă-Obârșia-Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad
717,780,2017-12-08,Roșia Nouă-Vf.Tufari (Creasta Principală a Munților Zărand),Consiliul Județean Arad,Munții Zărand,Arad
718,781,2017-12-08,Brazii-Vf.Pleșu(Creasta Principală a Munților Zărand),Consiliul Județean Arad,Munții Zărand,Arad
719,782,2017-12-08,Gara Hălmagiu-Hălmăgel-Culmea Găinii-Muntele Găina,Consiliul Județean Arad,Munții Zărand,Arad
720,783,2017-12-08,Hășmaș-Valea Hășmaș-Vf.Pleșu (Creasta Principală a Munților Codru-Moma),Consiliul Județean Arad,Munții Zărand,Arad
721,784,2017-12-08,Dezna-Ruinele Cetății Dezna,Consiliul Județean Arad,Munții Zărand,Arad
722,785,2017-12-08,Moneasa-Valea Megheș-Platoul Tinoasa-Cabana Gaudeamus-Moneasa,Consiliul Județean Arad,Munții Zărand,Arad
723,786,2017-12-08,Moneasa-Culmea Feredeu-Cabana Gaudeamus-Vârful Izoiu,Consiliul Județean Arad,Munții Zărand,Arad
724,789,2017-12-08,Moneasa-Valea Lungă-Creasta Principală,Consiliul Județean Arad,Munții Zărand,Arad
725,792,2017-12-08,Moneasa-Peștera Liliecilor,Consiliul Județean Arad,Munții Zărand,Arad
726,793,2017-12-08,Valea Megheș-Peșterile Viezuroiu,Consiliul Județean Arad,Munții Zărand,Arad
